Match_Date,Match_Format,Opponent,Winner,Margin,Ground,Year,Gender,Toss_Winner,Toss_Decision,Player_of_Match,Event_Name
2/5/2013,ODI,India,Sri Lanka,138 runs,Brabourne Stadium,2013,female,Sri Lanka,bat,HMD Rasangika,ICC Women's World Cup
2/10/2013,ODI,Australia,Opponent,9 wickets,Brabourne Stadium,2013,female,Australia,field,EA Osborne,ICC Women's World Cup
2/22/2013,ODI,West Indies,Opponent,4 wickets,Rangiri Dambulla International Stadium,2013,female,Sri Lanka,bat,,West Indies Women in Sri Lanka ODI Series
2/24/2013,ODI,West Indies,Sri Lanka,4 wickets,Rangiri Dambulla International Stadium,2013,female,West Indies,bat,,West Indies Women in Sri Lanka ODI Series
2/26/2013,ODI,West Indies,Opponent,33 runs,Rangiri Dambulla International Stadium,2013,female,Sri Lanka,field,,West Indies Women in Sri Lanka ODI Series
3/3/2013,T20,West Indies,Opponent,6 wickets,R Premadasa Stadium,2013,female,Sri Lanka,bat,,West Indies Women in Sri Lanka T20I Series
3/5/2013,T20,West Indies,Opponent,34 runs,R Premadasa Stadium,2013,female,Sri Lanka,field,,West Indies Women in Sri Lanka T20I Series
3/8/2013,Test,Bangladesh,Draw,,Galle International Stadium,2013,male,Sri Lanka,bat,Mushfiqur Rahim,Bangladesh in Sri Lanka Test Series
3/8/2013,T20,West Indies,Opponent,7 runs,R Premadasa Stadium,2013,female,West Indies,bat,,West Indies Women in Sri Lanka T20I Series
3/16/2013,Test,Bangladesh,Sri Lanka,7 wickets,R Premadasa Stadium,2013,male,Sri Lanka,field,HMRKB Herath,Bangladesh in Sri Lanka Test Series
3/23/2013,ODI,Bangladesh,Sri Lanka,8 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2013,male,Sri Lanka,field,TM Dilshan,Bangladesh in Sri Lanka ODI Series
3/25/2013,ODI,Bangladesh,No Result,,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2013,male,Bangladesh,field,,Bangladesh in Sri Lanka ODI Series
3/28/2013,ODI,Bangladesh,Opponent,3 wickets,Pallekele International Cricket Stadium,2013,male,Sri Lanka,bat,TM Dilshan,Bangladesh in Sri Lanka ODI Series
3/31/2013,T20,Bangladesh,Sri Lanka,17 runs,Pallekele International Cricket Stadium,2013,male,Bangladesh,field,MDKJ Perera,
6/9/2013,ODI,New Zealand,Opponent,1 wickets,Sophia Gardens,2013,male,Sri Lanka,bat,NL McCullum,ICC Champions Trophy
6/13/2013,ODI,England,Sri Lanka,7 wickets,Kennington Oval,2013,male,Sri Lanka,field,KC Sangakkara,ICC Champions Trophy
6/17/2013,ODI,Australia,Sri Lanka,20 runs,Kennington Oval,2013,male,Australia,field,DPMD Jayawardene,ICC Champions Trophy
6/20/2013,ODI,India,Opponent,8 wickets,Sophia Gardens,2013,male,India,field,I Sharma,ICC Champions Trophy
6/28/2013,ODI,West Indies,Opponent,6 wickets,"Sabina Park, Kingston",2013,male,West Indies,field,CH Gayle,West Indies Tri-Nation Series
7/2/2013,ODI,India,Sri Lanka,161 runs,"Sabina Park, Kingston",2013,male,India,field,WU Tharanga,West Indies Tri-Nation Series
7/7/2013,ODI,West Indies,Sri Lanka,39 runs,"Queen's Park Oval, Port of Spain",2013,male,West Indies,field,KC Sangakkara,West Indies Tri-Nation Series
7/9/2013,ODI,India,Opponent,81 runs,"Queen's Park Oval, Port of Spain",2013,male,Sri Lanka,field,B Kumar,West Indies Tri-Nation Series
7/11/2013,ODI,India,Opponent,1 wickets,"Queen's Park Oval, Port of Spain",2013,male,India,field,MS Dhoni,West Indies Tri-Nation Series
7/20/2013,ODI,South Africa,Sri Lanka,180 runs,R Premadasa Stadium,2013,male,South Africa,field,KC Sangakkara,South Africa in Sri Lanka ODI Series
7/23/2013,ODI,South Africa,Sri Lanka,17 runs,R Premadasa Stadium,2013,male,Sri Lanka,bat,LD Chandimal,South Africa in Sri Lanka ODI Series
7/26/2013,ODI,South Africa,Opponent,56 runs,Pallekele International Cricket Stadium,2013,male,South Africa,bat,DA Miller,South Africa in Sri Lanka ODI Series
7/28/2013,ODI,South Africa,Sri Lanka,8 wickets,Pallekele International Cricket Stadium,2013,male,South Africa,bat,TM Dilshan,South Africa in Sri Lanka ODI Series
7/31/2013,ODI,South Africa,Sri Lanka,128 runs,R Premadasa Stadium,2013,male,Sri Lanka,bat,TM Dilshan,South Africa in Sri Lanka ODI Series
7/31/2013,T20,Pakistan,No Result,,YMCA Cricket Club,2013,female,Sri Lanka,field,,ICC Women's T20 World Cup Qualifier
8/2/2013,T20,South Africa,Opponent,12 runs,R Premadasa Stadium,2013,male,South Africa,bat,JP Duminy,South Africa in Sri Lanka T20I Series
8/4/2013,T20,South Africa,Opponent,22 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2013,male,South Africa,bat,DA Miller,South Africa in Sri Lanka T20I Series
8/6/2013,T20,South Africa,Sri Lanka,6 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2013,male,South Africa,bat,TM Dilshan,South Africa in Sri Lanka T20I Series
10/26/2013,ODI,South Africa,Opponent,67 runs,Senwes Park,2013,female,Sri Lanka,field,M du Preez,Sri Lanka Women in South Africa ODI Series
10/28/2013,ODI,South Africa,No Result,,Senwes Park,2013,female,South Africa,field,,Sri Lanka Women in South Africa ODI Series
10/31/2013,T20,South Africa,Opponent,7 wickets,Senwes Park,2013,female,South Africa,field,HML Madushani,Sri Lanka Women in South Africa T20I Series
11/2/2013,T20,South Africa,Sri Lanka,20 runs,Senwes Park,2013,female,South Africa,field,HASD Siriwardene,Sri Lanka Women in South Africa T20I Series
11/4/2013,T20,South Africa,Opponent,5 wickets,Senwes Park,2013,female,South Africa,field,S Loubser,Sri Lanka Women in South Africa T20I Series
11/10/2013,ODI,New Zealand,No Result,,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2013,male,New Zealand,field,,New Zealand in Sri Lanka ODI Series
11/12/2013,ODI,New Zealand,Opponent,4 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2013,male,Sri Lanka,bat,TWM Latham,New Zealand in Sri Lanka ODI Series
11/16/2013,ODI,New Zealand,Sri Lanka,36 runs,Rangiri Dambulla International Stadium,2013,male,New Zealand,field,SMSM Senanayake,New Zealand in Sri Lanka ODI Series
11/21/2013,T20,New Zealand,Sri Lanka,8 wickets,Pallekele International Cricket Stadium,2013,male,Sri Lanka,field,MDKJ Perera,New Zealand in Sri Lanka T20I Series
12/11/2013,T20,Pakistan,Opponent,3 wickets,Dubai International Cricket Stadium,2013,male,Pakistan,field,Shahid Afridi,Pakistan v Sri Lanka T20I Series
12/13/2013,T20,Pakistan,Sri Lanka,24 runs,Dubai International Cricket Stadium,2013,male,Pakistan,field,MDKJ Perera,Pakistan v Sri Lanka T20I Series
12/18/2013,ODI,Pakistan,Opponent,11 runs,Sharjah Cricket Stadium,2013,male,Pakistan,bat,Mohammad Hafeez,Pakistan v Sri Lanka ODI Series
12/20/2013,ODI,Pakistan,Sri Lanka,2 wickets,Dubai International Cricket Stadium,2013,male,Sri Lanka,field,AD Mathews,Pakistan v Sri Lanka ODI Series
12/22/2013,ODI,Pakistan,Opponent,113 runs,Sharjah Cricket Stadium,2013,male,Sri Lanka,field,Mohammad Hafeez,Pakistan v Sri Lanka ODI Series
12/25/2013,ODI,Pakistan,Opponent,8 wickets,Sheikh Zayed Stadium,2013,male,Sri Lanka,bat,Mohammad Hafeez,Pakistan v Sri Lanka ODI Series
12/27/2013,ODI,Pakistan,Sri Lanka,2 wickets,Sheikh Zayed Stadium,2013,male,Pakistan,bat,LD Chandimal,Pakistan v Sri Lanka ODI Series
12/31/2013,Test,Pakistan,Draw,,Sheikh Zayed Stadium,2013,male,Pakistan,field,AD Mathews,Pakistan v Sri Lanka Test Series
1/8/2014,Test,Pakistan,Sri Lanka,9 wickets,Dubai International Cricket Stadium,2014,male,Sri Lanka,field,DPMD Jayawardene,Pakistan v Sri Lanka Test Series
1/16/2014,Test,Pakistan,Opponent,5 wickets,Sharjah Cricket Stadium,2014,male,Sri Lanka,bat,Azhar Ali,Pakistan v Sri Lanka Test Series
1/27/2014,Test,Bangladesh,Sri Lanka,248 runs,Shere Bangla National Stadium,2014,male,Sri Lanka,field,DPMD Jayawardene,Sri Lanka in Bangladesh Test Series
2/4/2014,Test,Bangladesh,Draw,,Zahur Ahmed Chowdhury Stadium,2014,male,Sri Lanka,bat,KC Sangakkara,Sri Lanka in Bangladesh Test Series
2/12/2014,T20,Bangladesh,Sri Lanka,2 runs,Zahur Ahmed Chowdhury Stadium,2014,male,Bangladesh,field,MDKJ Perera,Sri Lanka in Bangladesh T20I Series
2/14/2014,T20,Bangladesh,Sri Lanka,3 wickets,Zahur Ahmed Chowdhury Stadium,2014,male,Bangladesh,bat,NLTC Perera,Sri Lanka in Bangladesh T20I Series
2/17/2014,ODI,Bangladesh,Sri Lanka,13 runs,Shere Bangla National Stadium,2014,male,Bangladesh,field,NLTC Perera,Sri Lanka in Bangladesh ODI Series
2/20/2014,ODI,Bangladesh,Sri Lanka,61 runs,Shere Bangla National Stadium,2014,male,Sri Lanka,bat,KC Sangakkara,Sri Lanka in Bangladesh ODI Series
2/22/2014,ODI,Bangladesh,Sri Lanka,6 wickets,Shere Bangla National Stadium,2014,male,Sri Lanka,field,MDKJ Perera,Sri Lanka in Bangladesh ODI Series
2/25/2014,ODI,Pakistan,Sri Lanka,12 runs,Khan Shaheb Osman Ali Stadium,2014,male,Sri Lanka,bat,SL Malinga,Mens ODI Asia Cup
2/28/2014,ODI,India,Sri Lanka,2 wickets,Khan Shaheb Osman Ali Stadium,2014,male,Sri Lanka,field,KC Sangakkara,Mens ODI Asia Cup
3/6/2014,ODI,Bangladesh,Sri Lanka,3 wickets,Shere Bangla National Stadium,2014,male,Bangladesh,bat,AD Mathews,Mens ODI Asia Cup
3/8/2014,ODI,Pakistan,Sri Lanka,5 wickets,Shere Bangla National Stadium,2014,male,Pakistan,bat,SL Malinga,Mens ODI Asia Cup
3/22/2014,T20,South Africa,Sri Lanka,5 runs,Zahur Ahmed Chowdhury Stadium,2014,male,Sri Lanka,bat,MDKJ Perera,ICC Men's T20 World Cup
3/24/2014,T20,India,Sri Lanka,22 runs,Sylhet Stadium,2014,female,Sri Lanka,bat,KDU Prabodhani,ICC Women's World Twenty20
3/24/2014,T20,Netherlands,Sri Lanka,9 wickets,Zahur Ahmed Chowdhury Stadium,2014,male,Sri Lanka,field,AD Mathews,ICC Men's T20 World Cup
3/27/2014,T20,England,Opponent,6 wickets,Zahur Ahmed Chowdhury Stadium,2014,male,England,field,AD Hales,ICC Men's T20 World Cup
3/28/2014,T20,West Indies,Opponent,8 wickets,Sylhet Stadium,2014,female,Sri Lanka,bat,SF Daley,ICC Women's World Twenty20
3/30/2014,T20,England,Opponent,7 wickets,Sylhet Stadium,2014,female,Sri Lanka,bat,A Shrubsole,ICC Women's World Twenty20
3/31/2014,T20,New Zealand,Sri Lanka,59 runs,Zahur Ahmed Chowdhury Stadium,2014,male,New Zealand,field,HMRKB Herath,ICC Men's T20 World Cup
4/1/2014,T20,Bangladesh,Opponent,3 runs,Sylhet Stadium,2014,female,Bangladesh,bat,Rumana Ahmed,ICC Women's World Twenty20
4/2/2014,T20,New Zealand,Opponent,6 wickets,Sylhet Stadium,2014,female,Sri Lanka,bat,RH Priest,ICC Women's World Twenty20
4/3/2014,T20,West Indies,Sri Lanka,27 runs,Shere Bangla National Stadium,2014,male,Sri Lanka,bat,AD Mathews,ICC Men's T20 World Cup
4/3/2014,T20,Pakistan,Opponent,14 runs,Sylhet Stadium,2014,female,Pakistan,bat,Bismah Maroof,ICC Women's World Twenty20
4/6/2014,T20,India,Sri Lanka,6 wickets,Shere Bangla National Stadium,2014,male,Sri Lanka,field,KC Sangakkara,ICC Men's T20 World Cup
5/6/2014,ODI,Ireland,Sri Lanka,79 runs,"Clontarf Cricket Club Ground, Dublin",2014,male,Ireland,field,BAW Mendis,Sri Lanka tour of England and Ireland
5/20/2014,T20,England,Sri Lanka,9 runs,Kennington Oval,2014,male,England,field,NLTC Perera,
5/22/2014,ODI,England,Opponent,81 runs,Kennington Oval,2014,male,Sri Lanka,field,CJ Jordan,Sri Lanka in England ODI Series
5/25/2014,ODI,England,Sri Lanka,157 runs,Riverside Ground,2014,male,England,field,TM Dilshan,Sri Lanka in England ODI Series
5/28/2014,ODI,England,Opponent,10 wickets,Old Trafford,2014,male,England,field,CJ Jordan,Sri Lanka in England ODI Series
5/31/2014,ODI,England,Sri Lanka,7 runs,Lord's,2014,male,England,field,JC Buttler,Sri Lanka in England ODI Series
6/3/2014,ODI,England,Sri Lanka,6 wickets,Edgbaston,2014,male,England,bat,HDRL Thirimanne,Sri Lanka in England ODI Series
6/12/2014,Test,England,Draw,,Lord's,2014,male,Sri Lanka,field,JE Root,Sri Lanka in England Test Series
6/20/2014,Test,England,Sri Lanka,100 runs,Headingley,2014,male,England,field,AD Mathews,Sri Lanka in England Test Series
7/6/2014,ODI,South Africa,Opponent,75 runs,R Premadasa Stadium,2014,male,South Africa,bat,HM Amla,South Africa in Sri Lanka ODI Series
7/9/2014,ODI,South Africa,Sri Lanka,87 runs,Pallekele International Cricket Stadium,2014,male,Sri Lanka,bat,TM Dilshan,South Africa in Sri Lanka ODI Series
7/12/2014,ODI,South Africa,Opponent,82 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2014,male,South Africa,bat,AB de Villiers,South Africa in Sri Lanka ODI Series
7/16/2014,Test,South Africa,Opponent,153 runs,Galle International Stadium,2014,male,South Africa,bat,DW Steyn,South Africa in Sri Lanka Test Series
7/24/2014,Test,South Africa,Draw,,Sinhalese Sports Club Ground,2014,male,Sri Lanka,bat,DPMD Jayawardene,South Africa in Sri Lanka Test Series
8/6/2014,Test,Pakistan,Sri Lanka,7 wickets,Galle International Stadium,2014,male,Pakistan,bat,HMRKB Herath,Pakistan in Sri Lanka Test Series
8/14/2014,Test,Pakistan,Sri Lanka,105 runs,Sinhalese Sports Club Ground,2014,male,Sri Lanka,bat,HMRKB Herath,Pakistan in Sri Lanka Test Series
8/23/2014,ODI,Pakistan,Opponent,4 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2014,male,Pakistan,field,Sohaib Maqsood,Pakistan in Sri Lanka ODI Series
8/26/2014,ODI,Pakistan,Sri Lanka,77 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2014,male,Sri Lanka,bat,NLTC Perera,Pakistan in Sri Lanka ODI Series
8/30/2014,ODI,Pakistan,Sri Lanka,7 wickets,Rangiri Dambulla International Stadium,2014,male,Pakistan,bat,NLTC Perera,Pakistan in Sri Lanka ODI Series
10/17/2014,ODI,South Africa,No Result,,Sinhalese Sports Club Ground,2014,female,Sri Lanka,bat,,ICC Women's Championship
10/19/2014,ODI,South Africa,Sri Lanka,4 wickets,Sinhalese Sports Club Ground,2014,female,Sri Lanka,field,AC Jayangani,ICC Women's Championship
10/21/2014,ODI,South Africa,Opponent,5 wickets,Sinhalese Sports Club Ground,2014,female,South Africa,field,T Chetty,South Africa Women in Sri Lanka ODI Series
10/23/2014,T20,South Africa,Sri Lanka,7 runs,Colts Cricket Club Ground,2014,female,Sri Lanka,bat,HASD Siriwardene,South Africa Women in Sri Lanka T20I Series
10/25/2014,T20,South Africa,Opponent,7 wickets,Colts Cricket Club Ground,2014,female,Sri Lanka,bat,D van Niekerk,South Africa Women in Sri Lanka T20I Series
10/26/2014,T20,South Africa,Opponent,9 wickets,Mercantile Cricket Association Ground,2014,female,Sri Lanka,bat,D van Niekerk,South Africa Women in Sri Lanka T20I Series
11/2/2014,ODI,India,Opponent,169 runs,Barabati Stadium,2014,male,Sri Lanka,field,AM Rahane,Sri Lanka in India ODI Series
11/6/2014,ODI,India,Opponent,6 wickets,"Sardar Patel Stadium, Motera",2014,male,Sri Lanka,bat,AT Rayudu,Sri Lanka in India ODI Series
11/9/2014,ODI,India,Opponent,6 wickets,"Rajiv Gandhi International Stadium, Uppal",2014,male,Sri Lanka,bat,DPMD Jayawardene,Sri Lanka in India ODI Series
11/13/2014,ODI,India,Opponent,153 runs,Eden Gardens,2014,male,India,bat,RG Sharma,Sri Lanka in India ODI Series
11/16/2014,ODI,India,Opponent,3 wickets,JSCA International Stadium Complex,2014,male,Sri Lanka,bat,AD Mathews,Sri Lanka in India ODI Series
11/26/2014,ODI,England,Sri Lanka,25 runs,R Premadasa Stadium,2014,male,England,field,TM Dilshan,England in Sri Lanka ODI Series
11/29/2014,ODI,England,Sri Lanka,8 wickets,R Premadasa Stadium,2014,male,England,bat,DPMD Jayawardene,England in Sri Lanka ODI Series
12/3/2014,ODI,England,Opponent,5 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2014,male,Sri Lanka,bat,JC Buttler,England in Sri Lanka ODI Series
12/7/2014,ODI,England,Sri Lanka,6 wickets,R Premadasa Stadium,2014,male,England,bat,KC Sangakkara,England in Sri Lanka ODI Series
12/10/2014,ODI,England,Opponent,5 wickets,Pallekele International Cricket Stadium,2014,male,England,field,JE Root,England in Sri Lanka ODI Series
12/13/2014,ODI,England,Sri Lanka,90 runs,Pallekele International Cricket Stadium,2014,male,Sri Lanka,bat,KC Sangakkara,England in Sri Lanka ODI Series
12/16/2014,ODI,England,Sri Lanka,87 runs,R Premadasa Stadium,2014,male,Sri Lanka,bat,TM Dilshan,England in Sri Lanka ODI Series
12/26/2014,Test,New Zealand,Opponent,8 wickets,Hagley Oval,2014,male,Sri Lanka,field,BB McCullum,Sri Lanka in New Zealand Test Series
1/3/2015,Test,New Zealand,Opponent,193 runs,Basin Reserve,2015,male,Sri Lanka,field,KS Williamson,Sri Lanka in New Zealand Test Series
1/11/2015,ODI,Pakistan,Opponent,12 runs,Sharjah Cricket Stadium,2015,female,Pakistan,bat,Sana Mir,ICC Women's Championship
1/11/2015,ODI,New Zealand,Opponent,3 wickets,Hagley Oval,2015,male,Sri Lanka,bat,CJ Anderson,Sri Lanka in New Zealand ODI Series
1/13/2015,ODI,Pakistan,Opponent,7 wickets,Sharjah Cricket Stadium,2015,female,Sri Lanka,bat,Javeria Khan,ICC Women's Championship
1/15/2015,ODI,New Zealand,Sri Lanka,6 wickets,Seddon Park,2015,male,New Zealand,bat,TM Dilshan,Sri Lanka in New Zealand ODI Series
1/16/2015,T20,Pakistan,Opponent,55 runs,Sharjah Cricket Stadium,2015,female,Pakistan,bat,Sana Mir,Pakistan Women v Sri Lanka Women T20I Series
1/17/2015,ODI,New Zealand,No Result,,Eden Park,2015,male,Sri Lanka,field,,Sri Lanka in New Zealand ODI Series
1/17/2015,T20,Pakistan,Sri Lanka,5 wickets,Sharjah Cricket Stadium,2015,female,Pakistan,bat,AC Jayangani,Pakistan Women v Sri Lanka Women T20I Series
1/20/2015,ODI,New Zealand,Opponent,4 wickets,Saxton Oval,2015,male,Sri Lanka,bat,KS Williamson,Sri Lanka in New Zealand ODI Series
1/23/2015,ODI,New Zealand,Opponent,108 runs,University Oval,2015,male,Sri Lanka,field,GD Elliott,Sri Lanka in New Zealand ODI Series
1/25/2015,ODI,New Zealand,Opponent,120 runs,University Oval,2015,male,New Zealand,bat,CJ Anderson,Sri Lanka in New Zealand ODI Series
1/29/2015,ODI,New Zealand,Sri Lanka,34 runs,Westpac Stadium,2015,male,Sri Lanka,bat,KC Sangakkara,Sri Lanka in New Zealand ODI Series
2/14/2015,ODI,New Zealand,Opponent,98 runs,Hagley Oval,2015,male,Sri Lanka,field,CJ Anderson,ICC Cricket World Cup
2/26/2015,ODI,Bangladesh,Sri Lanka,92 runs,Melbourne Cricket Ground,2015,male,Sri Lanka,bat,TM Dilshan,ICC Cricket World Cup
3/1/2015,ODI,England,Sri Lanka,9 wickets,Westpac Stadium,2015,male,England,bat,KC Sangakkara,ICC Cricket World Cup
3/8/2015,ODI,Australia,Opponent,64 runs,Sydney Cricket Ground,2015,male,Australia,bat,GJ Maxwell,ICC Cricket World Cup
3/11/2015,ODI,Scotland,Sri Lanka,148 runs,Bellerive Oval,2015,male,Sri Lanka,bat,KC Sangakkara,ICC Cricket World Cup
3/18/2015,ODI,South Africa,Opponent,9 wickets,Sydney Cricket Ground,2015,male,Sri Lanka,bat,Imran Tahir,ICC Cricket World Cup
5/23/2015,T20,West Indies,Sri Lanka,5 runs,R Premadasa Stadium,2015,female,Sri Lanka,field,SS Weerakkody,West Indies Women tour of Sri Lanka
5/25/2015,T20,West Indies,Opponent,8 wickets,R Premadasa Stadium,2015,female,Sri Lanka,bat,SR Taylor,West Indies Women in Sri Lanka T20I Series
5/26/2015,T20,West Indies,Opponent,9 wickets,R Premadasa Stadium,2015,female,West Indies,field,HK Matthews,West Indies Women in Sri Lanka T20I Series
6/17/2015,Test,Pakistan,Opponent,10 wickets,Galle International Stadium,2015,male,Pakistan,field,Sarfraz Ahmed,Pakistan in Sri Lanka Test Series
6/25/2015,Test,Pakistan,Sri Lanka,7 wickets,P Sara Oval,2015,male,Pakistan,bat,KTGD Prasad,Pakistan in Sri Lanka Test Series
7/3/2015,Test,Pakistan,Opponent,7 wickets,Pallekele International Cricket Stadium,2015,male,Pakistan,field,Younis Khan,Pakistan in Sri Lanka Test Series
7/11/2015,ODI,Pakistan,Opponent,6 wickets,Rangiri Dambulla International Stadium,2015,male,Pakistan,field,Mohammad Hafeez,Pakistan in Sri Lanka ODI Series
7/15/2015,ODI,Pakistan,Sri Lanka,2 wickets,Pallekele International Cricket Stadium,2015,male,Pakistan,bat,MDKJ Perera,Pakistan in Sri Lanka ODI Series
7/19/2015,ODI,Pakistan,Opponent,135 runs,R Premadasa Stadium,2015,male,Pakistan,bat,Sarfraz Ahmed,Pakistan in Sri Lanka ODI Series
7/22/2015,ODI,Pakistan,Opponent,7 wickets,R Premadasa Stadium,2015,male,Sri Lanka,bat,Ahmed Shehzad,Pakistan in Sri Lanka ODI Series
7/26/2015,ODI,Pakistan,Sri Lanka,165 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2015,male,Sri Lanka,bat,MDKJ Perera,Pakistan in Sri Lanka ODI Series
7/30/2015,T20,Pakistan,Opponent,29 runs,R Premadasa Stadium,2015,male,Pakistan,bat,Sohail Tanvir,Pakistan in Sri Lanka T20I Series
8/1/2015,T20,Pakistan,Opponent,1 wickets,R Premadasa Stadium,2015,male,Sri Lanka,bat,Anwar Ali,Pakistan in Sri Lanka T20I Series
8/12/2015,Test,India,Sri Lanka,63 runs,Galle International Stadium,2015,male,Sri Lanka,bat,LD Chandimal,India in Sri Lanka Test Series
8/20/2015,Test,India,Opponent,278 runs,P Sara Oval,2015,male,India,bat,KL Rahul,India in Sri Lanka Test Series
8/28/2015,Test,India,Opponent,117 runs,Sinhalese Sports Club Ground,2015,male,Sri Lanka,field,CA Pujara,India in Sri Lanka Test Series
10/14/2015,Test,West Indies,Sri Lanka,6 runs,Galle International Stadium,2015,male,Sri Lanka,bat,HMRKB Herath,Sobers/Tissera Trophy
10/22/2015,Test,West Indies,Sri Lanka,72 runs,P Sara Oval,2015,male,Sri Lanka,bat,TAM Siriwardana,Sobers/Tissera Trophy
11/1/2015,ODI,West Indies,Sri Lanka,1 wickets,R Premadasa Stadium,2015,male,Sri Lanka,field,TM Dilshan,West Indies in Sri Lanka ODI Series
11/3/2015,ODI,New Zealand,Opponent,96 runs,Bert Sutcliffe Oval,2015,female,Sri Lanka,field,,ICC Women's Championship
11/4/2015,ODI,West Indies,Sri Lanka,8 wickets,R Premadasa Stadium,2015,male,West Indies,bat,MDKJ Perera,West Indies in Sri Lanka ODI Series
11/5/2015,ODI,New Zealand,Opponent,10 wickets,Bert Sutcliffe Oval,2015,female,New Zealand,field,,ICC Women's Championship
11/7/2015,ODI,West Indies,Sri Lanka,19 runs,Pallekele International Cricket Stadium,2015,male,Sri Lanka,field,MN Samuels,West Indies in Sri Lanka ODI Series
11/9/2015,T20,West Indies,Sri Lanka,30 runs,Pallekele International Cricket Stadium,2015,male,West Indies,field,SMSM Senanayake,West Indies in Sri Lanka T20I Series
11/11/2015,T20,West Indies,Opponent,23 runs,R Premadasa Stadium,2015,male,West Indies,bat,DJ Bravo,West Indies in Sri Lanka T20I Series
12/10/2015,Test,New Zealand,Opponent,122 runs,University Oval,2015,male,Sri Lanka,field,MJ Guptill,Sri Lanka in New Zealand Test Series
12/18/2015,Test,New Zealand,Opponent,5 wickets,Seddon Park,2015,male,New Zealand,field,KS Williamson,Sri Lanka in New Zealand Test Series
12/26/2015,ODI,New Zealand,Opponent,7 wickets,Hagley Oval,2015,male,Sri Lanka,bat,MJ Henry,Sri Lanka in New Zealand ODI Series
12/28/2015,ODI,New Zealand,Opponent,10 wickets,Hagley Oval,2015,male,Sri Lanka,bat,MJ Guptill,Sri Lanka in New Zealand ODI Series
12/31/2015,ODI,New Zealand,Sri Lanka,8 wickets,Saxton Oval,2015,male,New Zealand,bat,MD Gunathilaka,Sri Lanka in New Zealand ODI Series
1/2/2016,ODI,New Zealand,No Result,,Saxton Oval,2016,male,Sri Lanka,field,,Sri Lanka in New Zealand ODI Series
1/5/2016,ODI,New Zealand,Opponent,36 runs,Bay Oval,2016,male,Sri Lanka,field,MJ Henry,Sri Lanka in New Zealand ODI Series
1/7/2016,T20,New Zealand,Opponent,3 runs,Bay Oval,2016,male,Sri Lanka,field,TA Boult,Sri Lanka in New Zealand T20I Series
1/10/2016,T20,New Zealand,Opponent,9 wickets,Eden Park,2016,male,New Zealand,field,C Munro,Sri Lanka in New Zealand T20I Series
2/9/2016,T20,India,Sri Lanka,5 wickets,Maharashtra Cricket Association Stadium,2016,male,Sri Lanka,field,CAK Rajitha,Sri Lanka in India T20I Series
2/12/2016,T20,India,Opponent,69 runs,JSCA International Stadium Complex,2016,male,Sri Lanka,field,S Dhawan,Sri Lanka in India T20I Series
2/14/2016,T20,India,Opponent,9 wickets,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,male,India,field,R Ashwin,Sri Lanka in India T20I Series
2/25/2016,T20,United Arab Emirates,Sri Lanka,14 runs,Shere Bangla National Stadium,2016,male,United Arab Emirates,field,SL Malinga,Men's T20 Asia Cup
2/28/2016,T20,Bangladesh,Opponent,23 runs,Shere Bangla National Stadium,2016,male,Bangladesh,bat,Sabbir Rahman,Men's T20 Asia Cup
3/1/2016,T20,India,Opponent,5 wickets,Shere Bangla National Stadium,2016,male,India,field,V Kohli,Men's T20 Asia Cup
3/4/2016,T20,Pakistan,Opponent,6 wickets,Shere Bangla National Stadium,2016,male,Pakistan,field,Umar Akmal,Men's T20 Asia Cup
3/15/2016,T20,New Zealand,Opponent,7 wickets,Feroz Shah Kotla,2016,female,Sri Lanka,bat,SW Bates,ICC Women's World Twenty20
3/20/2016,T20,West Indies,Opponent,7 wickets,M Chinnaswamy Stadium,2016,male,West Indies,field,ADS Fletcher,ICC Men's T20 World Cup
3/20/2016,T20,Ireland,Sri Lanka,14 runs,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,female,Sri Lanka,bat,CJ Metcalfe,ICC Women's World Twenty20
3/24/2016,T20,Australia,Opponent,9 wickets,Feroz Shah Kotla,2016,female,Sri Lanka,bat,EJ Villani,ICC Women's World Twenty20
3/26/2016,T20,England,Opponent,10 runs,Feroz Shah Kotla,2016,male,Sri Lanka,field,JC Buttler,ICC Men's T20 World Cup
3/28/2016,T20,South Africa,Opponent,8 wickets,Feroz Shah Kotla,2016,male,South Africa,field,AM Phangiso,ICC Men's T20 World Cup
3/28/2016,T20,South Africa,Sri Lanka,10 runs,M Chinnaswamy Stadium,2016,female,Sri Lanka,bat,AC Jayangani,ICC Women's World Twenty20
