Match_Date,Match_Format,Opponent,Winner,Margin,Ground,Year,Gender,Toss_Winner,Toss_Decision,Player_of_Match,Event_Name
6/8/2009,T20,Australia,Sri Lanka,6 wickets,Trent Bridge,2009,male,Sri Lanka,field,KC Sangakkara,ICC Men's T20 World Cup
6/10/2009,T20,West Indies,Sri Lanka,15 runs,Trent Bridge,2009,male,West Indies,field,ST Jayasuriya,ICC Men's T20 World Cup
6/12/2009,T20,Pakistan,Sri Lanka,19 runs,Lord's,2009,male,Sri Lanka,bat,TM Dilshan,ICC Men's T20 World Cup
6/14/2009,T20,Ireland,Sri Lanka,9 runs,Lord's,2009,male,Sri Lanka,bat,DPMD Jayawardene,ICC Men's T20 World Cup
6/16/2009,T20,New Zealand,Sri Lanka,48 runs,Trent Bridge,2009,male,Sri Lanka,bat,BAW Mendis,ICC Men's T20 World Cup
6/19/2009,T20,West Indies,Sri Lanka,57 runs,Kennington Oval,2009,male,West Indies,field,TM Dilshan,ICC Men's T20 World Cup
6/21/2009,T20,Pakistan,Opponent,8 wickets,Lord's,2009,male,Sri Lanka,bat,Shahid Afridi,ICC Men's T20 World Cup
7/4/2009,Test,Pakistan,Sri Lanka,50 runs,Galle International Stadium,2009,male,Pakistan,field,HMRKB Herath,Pakistan in Sri Lanka Test Series
7/12/2009,Test,Pakistan,Sri Lanka,7 wickets,P Sara Oval,2009,male,Pakistan,bat,Fawad Alam,Pakistan in Sri Lanka Test Series
7/20/2009,Test,Pakistan,Draw,,Sinhalese Sports Club Ground,2009,male,Sri Lanka,field,KC Sangakkara,Pakistan in Sri Lanka Test Series
7/30/2009,ODI,Pakistan,Sri Lanka,36 runs,Rangiri Dambulla International Stadium,2009,male,Pakistan,field,M Muralitharan,Pakistan in Sri Lanka ODI Series
8/1/2009,ODI,Pakistan,Sri Lanka,6 wickets,Rangiri Dambulla International Stadium,2009,male,Sri Lanka,field,CK Kapugedera,Pakistan in Sri Lanka ODI Series
8/3/2009,ODI,Pakistan,Sri Lanka,6 wickets,Rangiri Dambulla International Stadium,2009,male,Sri Lanka,field,DPMD Jayawardene,Pakistan in Sri Lanka ODI Series
8/7/2009,ODI,Pakistan,Opponent,146 runs,R Premadasa Stadium,2009,male,Pakistan,bat,Umar Akmal,Pakistan in Sri Lanka ODI Series
8/9/2009,ODI,Pakistan,Opponent,132 runs,R Premadasa Stadium,2009,male,Pakistan,bat,Naved-ul-Hasan,Pakistan in Sri Lanka ODI Series
8/12/2009,T20,Pakistan,Opponent,52 runs,R Premadasa Stadium,2009,male,Pakistan,bat,Shahid Afridi,
8/18/2009,Test,New Zealand,Sri Lanka,202 runs,Galle International Stadium,2009,male,New Zealand,field,TM Dilshan,New Zealand in Sri Lanka Test Series
8/26/2009,Test,New Zealand,Sri Lanka,96 runs,Sinhalese Sports Club Ground,2009,male,Sri Lanka,bat,DPMD Jayawardene,New Zealand in Sri Lanka Test Series
9/2/2009,T20,New Zealand,Opponent,3 runs,R Premadasa Stadium,2009,male,New Zealand,bat,DL Vettori,New Zealand in Sri Lanka T20I Series
9/4/2009,T20,New Zealand,Opponent,22 runs,R Premadasa Stadium,2009,male,New Zealand,bat,JD Ryder,New Zealand in Sri Lanka T20I Series
9/8/2009,ODI,New Zealand,Sri Lanka,97 runs,R Premadasa Stadium,2009,male,Sri Lanka,bat,TT Samaraweera,Compaq Cup
9/12/2009,ODI,India,Sri Lanka,139 runs,R Premadasa Stadium,2009,male,Sri Lanka,bat,AD Mathews,Compaq Cup
9/14/2009,ODI,India,Opponent,46 runs,R Premadasa Stadium,2009,male,India,bat,SR Tendulkar,Compaq Cup
9/22/2009,ODI,South Africa,Sri Lanka,55 runs,SuperSport Park,2009,male,South Africa,field,TM Dilshan,ICC Champions Trophy
9/25/2009,ODI,England,Opponent,6 wickets,New Wanderers Stadium,2009,male,England,field,PD Collingwood,ICC Champions Trophy
9/27/2009,ODI,New Zealand,Opponent,38 runs,New Wanderers Stadium,2009,male,Sri Lanka,field,DL Vettori,ICC Champions Trophy
11/16/2009,Test,India,Draw,,"Sardar Patel Stadium, Motera",2009,male,India,bat,DPMD Jayawardene,Sri Lanka in India Test Series
11/24/2009,Test,India,Opponent,144 runs,Green Park,2009,male,India,bat,S Sreesanth,Sri Lanka in India Test Series
12/2/2009,Test,India,Opponent,24 runs,Brabourne Stadium,2009,male,Sri Lanka,bat,V Sehwag,Sri Lanka in India Test Series
12/9/2009,T20,India,Sri Lanka,29 runs,"Vidarbha Cricket Association Stadium, Jamtha",2009,male,India,field,KC Sangakkara,Sri Lanka in India T20I Series
12/12/2009,T20,India,Opponent,6 wickets,"Punjab Cricket Association Stadium, Mohali",2009,male,Sri Lanka,bat,Yuvraj Singh,Sri Lanka in India T20I Series
12/15/2009,ODI,India,Opponent,3 runs,Madhavrao Scindia Cricket Ground,2009,male,Sri Lanka,field,V Sehwag,Sri Lanka in India ODI Series
12/18/2009,ODI,India,Sri Lanka,3 wickets,"Vidarbha Cricket Association Stadium, Jamtha",2009,male,India,bat,TM Dilshan,Sri Lanka in India ODI Series
12/21/2009,ODI,India,Opponent,7 wickets,Barabati Stadium,2009,male,Sri Lanka,bat,RA Jadeja,Sri Lanka in India ODI Series
12/24/2009,ODI,India,Opponent,7 wickets,Eden Gardens,2009,male,Sri Lanka,bat,G Gambhir,Sri Lanka in India ODI Series
12/27/2009,ODI,India,No Result,,Feroz Shah Kotla,2009,male,India,field,,Sri Lanka in India ODI Series
1/4/2010,ODI,Bangladesh,Sri Lanka,7 wickets,Shere Bangla National Stadium,2010,male,Sri Lanka,field,TM Dilshan,Tri-Nation Tournament in Bangladesh
1/5/2010,ODI,India,Sri Lanka,5 wickets,Shere Bangla National Stadium,2010,male,Sri Lanka,field,TT Samaraweera,Tri-Nation Tournament in Bangladesh
1/8/2010,ODI,Bangladesh,Sri Lanka,9 wickets,Shere Bangla National Stadium,2010,male,Sri Lanka,field,WU Tharanga,Tri-Nation Tournament in Bangladesh
1/10/2010,ODI,India,Opponent,8 wickets,Shere Bangla National Stadium,2010,male,Sri Lanka,bat,Z Khan,Tri-Nation Tournament in Bangladesh
1/13/2010,ODI,India,Sri Lanka,4 wickets,Shere Bangla National Stadium,2010,male,Sri Lanka,field,KMDN Kulasekara,Tri-Nation Tournament in Bangladesh
4/30/2010,T20,New Zealand,Opponent,2 wickets,Providence Stadium,2010,male,Sri Lanka,bat,NL McCullum,ICC Men's T20 World Cup
5/3/2010,T20,Zimbabwe,Sri Lanka,14 runs,Providence Stadium,2010,male,Sri Lanka,bat,DPMD Jayawardene,ICC Men's T20 World Cup
5/7/2010,T20,West Indies,Sri Lanka,57 runs,"Kensington Oval, Bridgetown",2010,male,Sri Lanka,bat,DPMD Jayawardene,ICC Men's T20 World Cup
5/9/2010,T20,Australia,Opponent,81 runs,"Kensington Oval, Bridgetown",2010,male,Australia,bat,CL White,ICC Men's T20 World Cup
5/11/2010,T20,India,Sri Lanka,5 wickets,"Beausejour Stadium, Gros Islet",2010,male,India,bat,AD Mathews,ICC Men's T20 World Cup
5/13/2010,T20,England,Opponent,7 wickets,"Beausejour Stadium, Gros Islet",2010,male,Sri Lanka,bat,SCJ Broad,ICC Men's T20 World Cup
5/22/2010,T20,New Zealand,Opponent,28 runs,Central Broward Regional Park Stadium Turf Ground,2010,male,New Zealand,bat,SB Styris,New Zealand v Sri Lanka T20I Series
5/23/2010,T20,New Zealand,Sri Lanka,7 wickets,Central Broward Regional Park Stadium Turf Ground,2010,male,New Zealand,bat,KMDN Kulasekara,New Zealand v Sri Lanka T20I Series
5/30/2010,ODI,India,Opponent,7 wickets,Queens Sports Club,2010,male,India,field,RG Sharma,Zimbabwe Triangular Series
6/1/2010,ODI,Zimbabwe,Sri Lanka,9 wickets,Queens Sports Club,2010,male,Sri Lanka,field,S Randiv,Zimbabwe Triangular Series
6/5/2010,ODI,India,Sri Lanka,6 wickets,Harare Sports Club,2010,male,Sri Lanka,field,LD Chandimal,Zimbabwe Triangular Series
6/7/2010,ODI,Zimbabwe,Opponent,8 wickets,Harare Sports Club,2010,male,Zimbabwe,field,BRM Taylor,Zimbabwe Triangular Series
6/9/2010,ODI,Zimbabwe,Sri Lanka,9 wickets,Harare Sports Club,2010,male,Sri Lanka,field,TM Dilshan,Zimbabwe Triangular Series
6/15/2010,ODI,Pakistan,Sri Lanka,16 runs,Rangiri Dambulla International Stadium,2010,male,Sri Lanka,bat,Shahid Afridi,Mens ODI Asia Cup
6/18/2010,ODI,Bangladesh,Sri Lanka,126 runs,Rangiri Dambulla International Stadium,2010,male,Sri Lanka,bat,TM Dilshan,Mens ODI Asia Cup
6/22/2010,ODI,India,Sri Lanka,7 wickets,Rangiri Dambulla International Stadium,2010,male,Sri Lanka,field,MF Maharoof,Mens ODI Asia Cup
6/24/2010,ODI,India,Opponent,81 runs,Rangiri Dambulla International Stadium,2010,male,India,bat,KD Karthik,Mens ODI Asia Cup
7/18/2010,Test,India,Sri Lanka,10 wickets,Galle International Stadium,2010,male,Sri Lanka,bat,SL Malinga,India in Sri Lanka Test Series
7/26/2010,Test,India,Draw,,Sinhalese Sports Club Ground,2010,male,Sri Lanka,bat,KC Sangakkara,India in Sri Lanka Test Series
8/3/2010,Test,India,Opponent,5 wickets,P Sara Oval,2010,male,Sri Lanka,bat,VVS Laxman,India in Sri Lanka Test Series
8/13/2010,ODI,New Zealand,Sri Lanka,3 wickets,Rangiri Dambulla International Stadium,2010,male,New Zealand,bat,WU Tharanga,Sri Lanka Triangular Series
8/16/2010,ODI,India,Opponent,6 wickets,Rangiri Dambulla International Stadium,2010,male,Sri Lanka,bat,V Sehwag,Sri Lanka Triangular Series
8/19/2010,ODI,New Zealand,No Result,,Rangiri Dambulla International Stadium,2010,male,New Zealand,field,,Sri Lanka Triangular Series
8/22/2010,ODI,India,Sri Lanka,8 wickets,Rangiri Dambulla International Stadium,2010,male,India,bat,NLTC Perera,Sri Lanka Triangular Series
8/28/2010,ODI,India,Sri Lanka,74 runs,Rangiri Dambulla International Stadium,2010,male,Sri Lanka,bat,TM Dilshan,Sri Lanka Triangular Series
10/31/2010,T20,Australia,Sri Lanka,7 wickets,Western Australia Cricket Association Ground,2010,male,Australia,bat,S Randiv,
11/3/2010,ODI,Australia,Sri Lanka,1 wickets,Melbourne Cricket Ground,2010,male,Australia,bat,AD Mathews,Sri Lanka in Australia ODI Series
11/5/2010,ODI,Australia,Sri Lanka,29 runs,Sydney Cricket Ground,2010,male,Sri Lanka,bat,WU Tharanga,Sri Lanka in Australia ODI Series
11/7/2010,ODI,Australia,Opponent,8 wickets,"Brisbane Cricket Ground, Woolloongabba",2010,male,Sri Lanka,bat,CJ McKay,Sri Lanka in Australia ODI Series
11/15/2010,Test,West Indies,Draw,,Galle International Stadium,2010,male,West Indies,bat,CH Gayle,West Indies in Sri Lanka Test Series
11/23/2010,Test,West Indies,Draw,,R Premadasa Stadium,2010,male,Sri Lanka,bat,KC Sangakkara,West Indies in Sri Lanka Test Series
12/1/2010,Test,West Indies,Draw,,Pallekele International Cricket Stadium,2010,male,Sri Lanka,field,,West Indies in Sri Lanka Test Series
1/31/2011,ODI,West Indies,No Result,,Sinhalese Sports Club Ground,2011,male,West Indies,bat,,West Indies in Sri Lanka ODI Series
2/3/2011,ODI,West Indies,Sri Lanka,8 wickets,Sinhalese Sports Club Ground,2011,male,Sri Lanka,field,WU Tharanga,West Indies in Sri Lanka ODI Series
2/6/2011,ODI,West Indies,Sri Lanka,26 runs,Sinhalese Sports Club Ground,2011,male,West Indies,field,KC Sangakkara,West Indies in Sri Lanka ODI Series
2/20/2011,ODI,Canada,Sri Lanka,210 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2011,male,Sri Lanka,bat,DPMD Jayawardene,ICC Cricket World Cup
2/26/2011,ODI,Pakistan,Opponent,11 runs,R Premadasa Stadium,2011,male,Pakistan,bat,Shahid Afridi,ICC Cricket World Cup
3/1/2011,ODI,Kenya,Sri Lanka,9 wickets,R Premadasa Stadium,2011,male,Kenya,bat,SL Malinga,ICC Cricket World Cup
3/5/2011,ODI,Australia,No Result,,R Premadasa Stadium,2011,male,Sri Lanka,bat,,ICC Cricket World Cup
3/10/2011,ODI,Zimbabwe,Sri Lanka,139 runs,Pallekele International Cricket Stadium,2011,male,Zimbabwe,field,TM Dilshan,ICC Cricket World Cup
3/18/2011,ODI,New Zealand,Sri Lanka,112 runs,Wankhede Stadium,2011,male,Sri Lanka,bat,KC Sangakkara,ICC Cricket World Cup
3/26/2011,ODI,England,Sri Lanka,10 wickets,R Premadasa Stadium,2011,male,England,bat,TM Dilshan,ICC Cricket World Cup
3/29/2011,ODI,New Zealand,Sri Lanka,5 wickets,R Premadasa Stadium,2011,male,New Zealand,bat,KC Sangakkara,ICC Cricket World Cup
4/2/2011,ODI,India,Opponent,6 wickets,Wankhede Stadium,2011,male,Sri Lanka,bat,MS Dhoni,ICC Cricket World Cup
5/26/2011,Test,England,Opponent,14 runs,Sophia Gardens,2011,male,Sri Lanka,bat,IJL Trott,Sri Lanka in England Test Series
6/3/2011,Test,England,Draw,,Lord's,2011,male,Sri Lanka,field,TM Dilshan,Sri Lanka in England Test Series
6/16/2011,Test,England,Draw,,The Rose Bowl,2011,male,England,field,CT Tremlett,Sri Lanka in England Test Series
6/25/2011,T20,England,Sri Lanka,9 wickets,County Ground,2011,male,Sri Lanka,field,DPMD Jayawardene,
6/28/2011,ODI,England,Opponent,110 runs,Kennington Oval,2011,male,Sri Lanka,field,JM Anderson,NatWest Series
7/1/2011,ODI,England,Sri Lanka,69 runs,Headingley,2011,male,England,field,DPMD Jayawardene,NatWest Series
7/3/2011,ODI,England,Sri Lanka,6 wickets,Lord's,2011,male,England,bat,LD Chandimal,NatWest Series
7/6/2011,ODI,England,Opponent,10 wickets,Trent Bridge,2011,male,England,field,AN Cook,NatWest Series
7/9/2011,ODI,England,Opponent,16 runs,Old Trafford,2011,male,England,bat,IJL Trott,NatWest Series
8/6/2011,T20,Australia,Sri Lanka,35 runs,Pallekele International Cricket Stadium,2011,male,Australia,field,TM Dilshan,Australia in Sri Lanka T20I Series
8/8/2011,T20,Australia,Sri Lanka,8 runs,Pallekele International Cricket Stadium,2011,male,Sri Lanka,bat,BAW Mendis,Australia in Sri Lanka T20I Series
8/10/2011,ODI,Australia,Opponent,7 wickets,Pallekele International Cricket Stadium,2011,male,Sri Lanka,bat,MG Johnson,Australia in Sri Lanka ODI Series
8/14/2011,ODI,Australia,Opponent,8 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2011,male,Sri Lanka,bat,RT Ponting,Australia in Sri Lanka ODI Series
8/16/2011,ODI,Australia,Sri Lanka,78 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2011,male,Australia,field,WU Tharanga,Australia in Sri Lanka ODI Series
8/20/2011,ODI,Australia,Opponent,5 wickets,R Premadasa Stadium,2011,male,Sri Lanka,bat,XJ Doherty,Australia in Sri Lanka ODI Series
8/22/2011,ODI,Australia,Sri Lanka,4 wickets,R Premadasa Stadium,2011,male,Sri Lanka,field,SL Malinga,Australia in Sri Lanka ODI Series
8/31/2011,Test,Australia,Opponent,125 runs,Galle International Stadium,2011,male,Australia,bat,MEK Hussey,Warne-Muralitharan Trophy
9/8/2011,Test,Australia,Draw,,Pallekele International Cricket Stadium,2011,male,Sri Lanka,bat,MEK Hussey,Warne-Muralitharan Trophy
9/16/2011,Test,Australia,Draw,,Sinhalese Sports Club Ground,2011,male,Sri Lanka,field,MEK Hussey,Warne-Muralitharan Trophy
10/18/2011,Test,Pakistan,Draw,,Sheikh Zayed Stadium,2011,male,Pakistan,field,KC Sangakkara,Pakistan v Sri Lanka Test Series
10/26/2011,Test,Pakistan,Opponent,9 wickets,Dubai International Cricket Stadium,2011,male,Sri Lanka,bat,Saeed Ajmal,Pakistan v Sri Lanka Test Series
11/3/2011,Test,Pakistan,Draw,,Sharjah Cricket Stadium,2011,male,Sri Lanka,bat,KC Sangakkara,Pakistan v Sri Lanka Test Series
11/11/2011,ODI,Pakistan,Opponent,8 wickets,Dubai International Cricket Stadium,2011,male,Sri Lanka,bat,Shahid Afridi,Pakistan v Sri Lanka ODI Series
11/14/2011,ODI,Pakistan,Sri Lanka,25 runs,Dubai International Cricket Stadium,2011,male,Sri Lanka,bat,SL Malinga,Pakistan v Sri Lanka ODI Series
11/18/2011,ODI,Pakistan,Opponent,21 runs,Dubai International Cricket Stadium,2011,male,Pakistan,bat,Mohammad Hafeez,Pakistan v Sri Lanka ODI Series
11/20/2011,ODI,Pakistan,Opponent,26 runs,Sharjah Cricket Stadium,2011,male,Pakistan,bat,Shahid Afridi,Pakistan v Sri Lanka ODI Series
11/23/2011,ODI,Pakistan,Opponent,3 wickets,Sheikh Zayed Stadium,2011,male,Sri Lanka,bat,Umar Akmal,Pakistan v Sri Lanka ODI Series
11/25/2011,T20,Pakistan,Opponent,5 wickets,Sheikh Zayed Stadium,2011,male,Sri Lanka,bat,Aizaz Cheema,
12/15/2011,Test,South Africa,Opponent,81 runs,SuperSport Park,2011,male,South Africa,field,VD Philander,Sri Lanka in South Africa Test Series
12/26/2011,Test,South Africa,Sri Lanka,208 runs,Kingsmead,2011,male,Sri Lanka,bat,HMRKB Herath,Sri Lanka in South Africa Test Series
1/3/2012,Test,South Africa,Opponent,10 wickets,Newlands,2012,male,Sri Lanka,field,JH Kallis,Sri Lanka in South Africa Test Series
1/11/2012,ODI,South Africa,Opponent,258 runs,Boland Park,2012,male,South Africa,bat,M Morkel,Sri Lanka in South Africa ODI Series
1/14/2012,ODI,South Africa,Opponent,5 wickets,Buffalo Park,2012,male,South Africa,field,JP Duminy,Sri Lanka in South Africa ODI Series
1/17/2012,ODI,South Africa,Opponent,4 runs,Chevrolet Park,2012,male,Sri Lanka,bat,F du Plessis,Sri Lanka in South Africa ODI Series
1/20/2012,ODI,South Africa,Sri Lanka,5 wickets,De Beers Diamond Oval,2012,male,South Africa,bat,NLTC Perera,Sri Lanka in South Africa ODI Series
1/22/2012,ODI,South Africa,Sri Lanka,2 wickets,New Wanderers Stadium,2012,male,Sri Lanka,field,KC Sangakkara,Sri Lanka in South Africa ODI Series
2/8/2012,ODI,India,Opponent,4 wickets,Western Australia Cricket Association Ground,2012,male,Sri Lanka,bat,R Ashwin,Commonwealth Bank Series
2/10/2012,ODI,Australia,Opponent,5 runs,Western Australia Cricket Association Ground,2012,male,Sri Lanka,field,MJ Clarke,Commonwealth Bank Series
2/14/2012,ODI,India,Tie,,Adelaide Oval,2012,male,Sri Lanka,bat,MS Dhoni,Commonwealth Bank Series
2/17/2012,ODI,Australia,Sri Lanka,8 wickets,Sydney Cricket Ground,2012,male,Australia,bat,NLTC Perera,Commonwealth Bank Series
2/21/2012,ODI,India,Sri Lanka,51 runs,"Brisbane Cricket Ground, Woolloongabba",2012,male,Sri Lanka,bat,KMDN Kulasekara,Commonwealth Bank Series
2/24/2012,ODI,Australia,Sri Lanka,3 wickets,Bellerive Oval,2012,male,Australia,bat,DPMD Jayawardene,Commonwealth Bank Series
2/28/2012,ODI,India,Opponent,7 wickets,Bellerive Oval,2012,male,India,field,V Kohli,Commonwealth Bank Series
3/2/2012,ODI,Australia,Sri Lanka,9 runs,Melbourne Cricket Ground,2012,male,Sri Lanka,bat,LD Chandimal,Commonwealth Bank Series
3/4/2012,ODI,Australia,Opponent,15 runs,"Brisbane Cricket Ground, Woolloongabba",2012,male,Australia,bat,DA Warner,Commonwealth Bank Series
3/6/2012,ODI,Australia,Sri Lanka,8 wickets,Adelaide Oval,2012,male,Australia,bat,TM Dilshan,Commonwealth Bank Series
3/8/2012,ODI,Australia,Opponent,16 runs,Adelaide Oval,2012,male,Sri Lanka,field,CJ McKay,Commonwealth Bank Series
3/13/2012,ODI,India,Opponent,50 runs,Shere Bangla National Stadium,2012,male,Sri Lanka,field,V Kohli,Mens ODI Asia Cup
3/15/2012,ODI,Pakistan,Opponent,6 wickets,Shere Bangla National Stadium,2012,male,Sri Lanka,bat,Aizaz Cheema,Mens ODI Asia Cup
3/20/2012,ODI,Bangladesh,Opponent,5 wickets,Shere Bangla National Stadium,2012,male,Bangladesh,field,Shakib Al Hasan,Mens ODI Asia Cup
3/26/2012,Test,England,Sri Lanka,75 runs,Galle International Stadium,2012,male,Sri Lanka,bat,HMRKB Herath,England in Sri Lanka Test Series
4/3/2012,Test,England,Opponent,8 wickets,P Sara Oval,2012,male,Sri Lanka,bat,KP Pietersen,England in Sri Lanka Test Series
6/1/2012,T20,Pakistan,Sri Lanka,37 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,male,Sri Lanka,bat,NLTC Perera,Pakistan in Sri Lanka T20I Series
6/3/2012,T20,Pakistan,Opponent,23 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,male,Pakistan,bat,Shahid Afridi,Pakistan in Sri Lanka T20I Series
6/7/2012,ODI,Pakistan,Opponent,6 wickets,Pallekele International Cricket Stadium,2012,male,Sri Lanka,bat,Umar Gul,Pakistan in Sri Lanka ODI Series
6/9/2012,ODI,Pakistan,Sri Lanka,76 runs,Pallekele International Cricket Stadium,2012,male,Sri Lanka,bat,NLTC Perera,Pakistan in Sri Lanka ODI Series
6/13/2012,ODI,Pakistan,No Result,,R Premadasa Stadium,2012,male,Pakistan,bat,,Pakistan in Sri Lanka ODI Series
6/16/2012,ODI,Pakistan,Sri Lanka,44 runs,R Premadasa Stadium,2012,male,Sri Lanka,bat,NLTC Perera,Pakistan in Sri Lanka ODI Series
6/18/2012,ODI,Pakistan,Sri Lanka,2 wickets,R Premadasa Stadium,2012,male,Pakistan,bat,AD Mathews,Pakistan in Sri Lanka ODI Series
6/22/2012,Test,Pakistan,Sri Lanka,209 runs,Galle International Stadium,2012,male,Sri Lanka,bat,KC Sangakkara,Pakistan in Sri Lanka Test Series
6/30/2012,Test,Pakistan,Draw,,Sinhalese Sports Club Ground,2012,male,Sri Lanka,field,Junaid Khan,Pakistan in Sri Lanka Test Series
7/8/2012,Test,Pakistan,Draw,,Pallekele International Cricket Stadium,2012,male,Sri Lanka,field,Asad Shafiq,Pakistan in Sri Lanka Test Series
7/21/2012,ODI,India,Opponent,21 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,male,India,bat,V Kohli,India in Sri Lanka ODI Series
7/24/2012,ODI,India,Sri Lanka,9 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,male,India,bat,NLTC Perera,India in Sri Lanka ODI Series
7/28/2012,ODI,India,Opponent,5 wickets,R Premadasa Stadium,2012,male,Sri Lanka,bat,SK Raina,India in Sri Lanka ODI Series
7/31/2012,ODI,India,Opponent,6 wickets,R Premadasa Stadium,2012,male,Sri Lanka,bat,V Kohli,India in Sri Lanka ODI Series
8/4/2012,ODI,India,Opponent,20 runs,Pallekele International Cricket Stadium,2012,male,India,bat,IK Pathan,India in Sri Lanka ODI Series
8/7/2012,T20,India,Opponent,39 runs,Pallekele International Cricket Stadium,2012,male,Sri Lanka,field,IK Pathan,
9/18/2012,T20,Zimbabwe,Sri Lanka,82 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,male,Zimbabwe,field,BAW Mendis,ICC Men's T20 World Cup
9/22/2012,T20,South Africa,Opponent,32 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,male,Sri Lanka,field,AB de Villiers,ICC Men's T20 World Cup
9/26/2012,T20,South Africa,Opponent,6 wickets,Galle International Stadium,2012,female,South Africa,field,T Chetty,ICC Women's World Twenty20
9/27/2012,T20,New Zealand,Tie,,Pallekele International Cricket Stadium,2012,male,New Zealand,bat,TM Dilshan,ICC Men's T20 World Cup
9/28/2012,T20,West Indies,Sri Lanka,5 runs,Galle International Stadium,2012,female,West Indies,field,CR Seneviratna,ICC Women's World Twenty20
9/29/2012,T20,West Indies,Sri Lanka,9 wickets,Pallekele International Cricket Stadium,2012,male,West Indies,bat,DPMD Jayawardene,ICC Men's T20 World Cup
9/30/2012,T20,New Zealand,Opponent,8 wickets,Galle International Stadium,2012,female,Sri Lanka,bat,SJ McGlashan,ICC Women's World Twenty20
10/1/2012,T20,England,Sri Lanka,19 runs,Pallekele International Cricket Stadium,2012,male,England,field,SL Malinga,ICC Men's T20 World Cup
10/3/2012,T20,India,Opponent,9 wickets,Nondescripts Cricket Club Ground,2012,female,Sri Lanka,bat,E Bisht,ICC Women's World Twenty20
10/4/2012,T20,Pakistan,Sri Lanka,16 runs,R Premadasa Stadium,2012,male,Sri Lanka,bat,DPMD Jayawardene,ICC Men's T20 World Cup
10/7/2012,T20,West Indies,Opponent,36 runs,R Premadasa Stadium,2012,male,West Indies,bat,MN Samuels,ICC Men's T20 World Cup
10/28/2012,T20,Bangladesh,Opponent,5 runs,Guanggong International Cricket Stadium,2012,female,Sri Lanka,field,Salma Khatun,Women's Twenty20 Asia Cup
10/30/2012,T20,New Zealand,No Result,,Pallekele International Cricket Stadium,2012,male,Sri Lanka,field,,
11/4/2012,ODI,New Zealand,Sri Lanka,14 runs,Pallekele International Cricket Stadium,2012,male,New Zealand,bat,SL Malinga,New Zealand in Sri Lanka ODI Series
11/6/2012,ODI,New Zealand,Sri Lanka,7 wickets,Pallekele International Cricket Stadium,2012,male,Sri Lanka,field,TM Dilshan,New Zealand in Sri Lanka ODI Series
11/10/2012,ODI,New Zealand,Sri Lanka,7 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,male,Sri Lanka,field,BMAJ Mendis,New Zealand in Sri Lanka ODI Series
11/12/2012,ODI,New Zealand,No Result,,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,male,New Zealand,field,,New Zealand in Sri Lanka ODI Series
11/17/2012,Test,New Zealand,Sri Lanka,10 wickets,Galle International Stadium,2012,male,New Zealand,bat,HMRKB Herath,New Zealand in Sri Lanka Test Series
11/25/2012,Test,New Zealand,Opponent,167 runs,P Sara Oval,2012,male,New Zealand,bat,LRPL Taylor,New Zealand in Sri Lanka Test Series
12/14/2012,Test,Australia,Opponent,137 runs,Bellerive Oval,2012,male,Australia,bat,PM Siddle,Warne-Muralitharan Trophy
12/26/2012,Test,Australia,Opponent,201 runs,Melbourne Cricket Ground,2012,male,Sri Lanka,bat,MG Johnson,Warne-Muralitharan Trophy
1/3/2013,Test,Australia,Opponent,5 wickets,Sydney Cricket Ground,2013,male,Australia,field,JM Bird,Warne-Muralitharan Trophy
1/11/2013,ODI,Australia,Opponent,107 runs,Melbourne Cricket Ground,2013,male,Australia,bat,PJ Hughes,Sri Lanka in Australia ODI Series
1/13/2013,ODI,Australia,Sri Lanka,8 wickets,Adelaide Oval,2013,male,Sri Lanka,field,HDRL Thirimanne,Sri Lanka in Australia ODI Series
1/18/2013,ODI,Australia,Sri Lanka,4 wickets,"Brisbane Cricket Ground, Woolloongabba",2013,male,Australia,bat,KMDN Kulasekara,Sri Lanka in Australia ODI Series
1/20/2013,ODI,Australia,No Result,,Sydney Cricket Ground,2013,male,Australia,bat,,Sri Lanka in Australia ODI Series
1/23/2013,ODI,Australia,Opponent,32 runs,Bellerive Oval,2013,male,Sri Lanka,field,PJ Hughes,Sri Lanka in Australia ODI Series
1/26/2013,T20,Australia,Sri Lanka,5 wickets,Stadium Australia,2013,male,Australia,bat,DA Warner,Sri Lanka in Australia T20I Series
1/28/2013,T20,Australia,Sri Lanka,2 runs,Melbourne Cricket Ground,2013,male,Australia,field,NLTC Perera,Sri Lanka in Australia T20I Series
2/1/2013,ODI,England,Sri Lanka,1 wickets,Brabourne Stadium,2013,female,Sri Lanka,field,LE Kaushalya,ICC Women's World Cup
